Kickers Offenbach,VFR Mannheim,1946-03-03,5,0
Waldhof Mannheim,FSV Frankfurt,1946-03-03,2,1
FC Augsburg,TSV 1860 Muenchen,1946-03-03,2,0
FSV Frankfurt,Kickers Offenbach,1946-03-10,5,1
1 FC Nuernberg,Eintracht Frankfurt,1946-03-10,3,1
TSV Schwaben Augsburg,Bayern Muenchen,1946-03-10,3,0
VFR Mannheim,Karlsruher FV,1946-03-10,1,3
Karlsruher SC,Stuttgarter Kickers,1946-03-10,1,2
Vfb Stuttgart,FC Augsburg,1946-03-10,5,2
TSV 1860 Muenchen,Spvgg Greuther Fuerth,1946-03-10,4,0
Stuttgarter Kickers,VFR Mannheim,1946-03-17,3,0
FC Augsburg,Karlsruher SC,1946-03-17,1,1
Kickers Offenbach,1 FC Nuernberg,1946-03-17,2,3
Spvgg Greuther Fuerth,Vfb Stuttgart,1946-03-17,0,6
Waldhof Mannheim,TSV 1860 Muenchen,1946-03-17,3,0
Bayern Muenchen,FSV Frankfurt,1946-03-17,1,1
Eintracht Frankfurt,1 FC Schweinfurt 05,1946-03-17,2,2
Karlsruher FV,TSV Schwaben Augsburg,1946-03-17,1,1
Vfb Stuttgart,Eintracht Frankfurt,1946-03-31,3,1
VFR Mannheim,Bayern Muenchen,1946-03-31,3,3
TSV 1860 Muenchen,Kickers Offenbach,1946-03-31,3,0
Karlsruher SC,Waldhof Mannheim,1946-03-31,1,3
1 FC Nuernberg,Stuttgarter Kickers,1946-03-31,0,5
1 FC Schweinfurt 05,FC Augsburg,1946-03-31,0,1
FSV Frankfurt,Karlsruher FV,1946-03-31,4,2
TSV Schwaben Augsburg,Spvgg Greuther Fuerth,1946-03-31,3,0
FC Augsburg,1 FC Nuernberg,1946-04-07,3,3
Kickers Offenbach,Karlsruher SC,1946-04-07,0,2
Waldhof Mannheim,TSV Schwaben Augsburg,1946-04-07,1,1
Stuttgarter Kickers,1 FC Schweinfurt 05,1946-04-07,3,2
Karlsruher FV,TSV 1860 Muenchen,1946-04-07,0,4
Spvgg Greuther Fuerth,FSV Frankfurt,1946-04-07,2,0
Eintracht Frankfurt,VFR Mannheim,1946-04-07,4,1
Bayern Muenchen,Vfb Stuttgart,1946-04-07,0,0
1 FC Schweinfurt 05,Bayern Muenchen,1946-04-14,3,2
FSV Frankfurt,Eintracht Frankfurt,1946-04-14,0,2
TSV Schwaben Augsburg,Kickers Offenbach,1946-04-14,3,2
Vfb Stuttgart,Waldhof Mannheim,1946-04-14,1,0
1 FC Nuernberg,Karlsruher FV,1946-04-14,4,0
VFR Mannheim,FC Augsburg,1946-04-14,5,0
TSV 1860 Muenchen,Stuttgarter Kickers,1946-04-14,1,1
Karlsruher SC,Spvgg Greuther Fuerth,1946-04-14,4,0
Eintracht Frankfurt,TSV 1860 Muenchen,1946-04-19,1,1
VFR Mannheim,Waldhof Mannheim,1946-04-20,1,3
